artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,in_train,new_filename
Jesus Rafael Soto,1965,abstract,335.0,512.0,39243.0,wikiart,Op Art,Light Trap,TRUE,12502.jpg
Jesus Rafael Soto,1999,abstract,505.0,570.0,72235.0,wikiart,Op Art,Tes Grandes y Pequenas,TRUE,47201.jpg
Jesus Rafael Soto,1967,abstract,507.0,512.0,162033.0,wikiart,Op Art,Spirales,TRUE,18605.jpg
Jesus Rafael Soto,2005,abstract,532.0,512.0,214403.0,wikiart,Op Art,Mirror,TRUE,91659.jpg
Jimmy Ernst,1969,abstract,489.0,480.0,12208.0,wikiart,Abstract Expressionism,Moonscape,TRUE,78526.jpg
Jimmy Ernst,1944,abstract,640.0,444.0,56912.0,wikiart,Surrealism,Biological Discovery,TRUE,92739.jpg
Jimmy Ernst,1942,figurative,633.0,480.0,72930.0,wikiart,Surrealism,Surreal,TRUE,36963.jpg
Jimmy Ernst,1952,abstract,480.0,480.0,92853.0,wikiart,Abstract Expressionism,Animals and Minerals,TRUE,10904.jpg
Jimmy Ernst,1982,landscape,1024.0,570.0,330939.0,wikiart,Abstract Expressionism,Sea of Grass,TRUE,71976.jpg
Jimmy Ernst,1954,abstract,500.0,328.0,129130.0,wikiart,Abstract Expressionism,Dialogue II,TRUE,54256.jpg
Jimmy Ernst,1974,abstract,574.0,480.0,85453.0,wikiart,Abstract Expressionism,Exile,TRUE,42468.jpg
Jimmy Ernst,1946,abstract,444.0,480.0,45598.0,wikiart,Abstract Expressionism,See See Rider,TRUE,21341.jpg
Jiro Yoshihara,,abstract,480.0,382.0,61268.0,wikiart,Art Informel,unknown title,TRUE,9330.jpg
Jiro Yoshihara,1965.0,abstract,500.0,401.0,51161.0,wikiart,Minimalism,Red Circle on Black,TRUE,73862.jpg
Jiro Yoshihara,1960.0,abstract,2000.0,1620.0,697482.0,wikiart,Tachisme,unknown title,TRUE,100744.jpg
Jiro Yoshihara,,abstract,550.0,372.0,50177.0,wikiart,Art Informel,unknown title,TRUE,44818.jpg
Jiro Yoshihara,1969.0,abstract,465.0,570.0,83624.0,wikiart,Minimalism,Untitled,TRUE,43149.jpg
Jiro Yoshihara,1950.0,abstract,768.0,469.0,131541.0,wikiart,Tachisme,Untitled,TRUE,93883.jpg
Jiro Yoshihara,1963.0,abstract,1273.0,1600.0,100543.0,wikiart,Art Informel,Blue Calligraphic Lines on Dark Blue,TRUE,60714.jpg
Jiro Yoshihara,1962.0,abstract,458.0,366.0,27001.0,wikiart,Minimalism,Untitled,TRUE,91928.jpg
Joachim Patinir,1515,religious painting,2610.0,1983.0,942605.0,wikiart,Northern Renaissance,The Baptism of Christ,TRUE,37527.jpg
Joachim Patinir,,religious painting,771.0,1000.0,256814.0,wikiart,Northern Renaissance,Rocky Landscape with Saint Jerome,TRUE,11458.jpg
Joachim Patinir,,religious painting,1089.0,900.0,149639.0,wikiart,Northern Renaissance,St. Christopher Bearing the Christ Child,TRUE,6646.jpg
Joachim Patinir,c.1520,landscape,2024.0,2219.0,403074.0,wikiart,Northern Renaissance,St. Jerome in Rocky Landscape,TRUE,14973.jpg
Joachim Patinir,,religious painting,1000.0,729.0,728425.0,wikiart,Northern Renaissance,Landscape With The Penitent Saint Jerome,TRUE,102903.jpg
Joachim Patinir,,religious painting,1489.0,1741.0,1616016.0,wikiart,Northern Renaissance,Rest of the Holy Family on the Flight into Egypt,TRUE,59598.jpg
Joachim Patinir,c.1520,religious painting,450.0,340.0,33479.0,wikiart,Northern Renaissance,Landscape with St. Christopher,TRUE,85428.jpg
Joachim Patinir,c.1524,landscape,1242.0,651.0,137902.0,wikiart,Northern Renaissance,Landscape with The Flight into Egypt,TRUE,78625.jpg
Joachim Wtewael,1628,portrait,805.0,1093.0,101507.0,wikipedia,Northern Renaissance,Portrait of Eva Wtewael,TRUE,51162.jpg
Joachim Wtewael,1600,mythological painting,800.0,613.0,105617.0,wikiart,Northern Renaissance,The Battle Between the Gods and the Titans,TRUE,32241.jpg
Joachim Wtewael,1625,religious painting,2717.0,1611.0,3465631.0,wikiart,Northern Renaissance,Adoration by the Shepherds,TRUE,61618.jpg
Joachim Wtewael,,religious painting,482.0,800.0,113306.0,wikiart,Northern Renaissance,Adoration of the Shepherds (detail),TRUE,42739.jpg
Joachim Wtewael,1601,portrait,751.0,1000.0,655155.0,wikiart,Northern Renaissance,Portrait Of The Artist's Wife,TRUE,43280.jpg
Joachim Wtewael,1611,mythological painting,832.0,1030.0,157462.0,wikiart,Northern Renaissance,Perseus Rescuing Andromeda,TRUE,93992.jpg
Joachim Wtewael,,mythological painting,944.0,620.0,168388.0,wikiart,Northern Renaissance,Danae,TRUE,22952.jpg
Joachim Wtewael,1601,mythological painting,1519.0,2032.0,2066057.0,wikipedia,Northern Renaissance,Mars and Venus Surprised by Vulcan,TRUE,10982.jpg
Joan Hernandez Pijuan,1972.0,abstract,401.0,400.0,25148.0,wikiart,Minimalism,Folquer,TRUE,81854.jpg
Joan Hernandez Pijuan,1999.0,abstract,640.0,368.0,156321.0,wikiart,Art Informel,Untitled 120,TRUE,97380.jpg
Joan Hernandez Pijuan,1987.0,abstract,650.0,304.0,41466.0,wikiart,Art Informel,Tancat amb xiprer,TRUE,22068.jpg
Joan Hernandez Pijuan,1976.0,abstract,576.0,400.0,28469.0,wikiart,Minimalism,Espai horizontal amb nou horizontal,TRUE,27291.jpg
Joan Hernandez Pijuan,1960.0,abstract,592.0,480.0,142065.0,wikiart,Art Informel,Untitled,TRUE,8917.jpg
Joan Hernandez Pijuan,1977.0,abstract,570.0,475.0,119624.0,wikiart,Minimalism,Shadow,TRUE,31325.jpg
Joan Hernandez Pijuan,1977.0,abstract,570.0,403.0,99014.0,wikiart,Conceptual Art,Six Moments to Define Light in a Landscape,TRUE,40165.jpg
Joan Hernandez Pijuan,1988.0,figurative,560.0,400.0,41383.0,wikiart,Art Informel,Gerro i rosa,TRUE,35462.jpg
Joan Miro,1966,abstract,1055.0,639.0,165114.0,wikiart,Surrealism,The Skiing Lesson,TRUE,29000.jpg
Joan Miro,1967,abstract,1752.0,868.0,161776.0,wikiart,Surrealism,Bird's Flight in Moonlight,TRUE,70405.jpg
Joan Miro,1924,landscape,1453.0,923.0,191783.0,wikiart,Surrealism,Catalan Landscape (The Hunter),TRUE,76368.jpg
Joan Miro,1974,abstract,1024.0,1431.0,219362.0,wikiart,Surrealism,Woman and Birds in the Night,TRUE,48733.jpg
Joan Miro,1934,figurative,746.0,595.0,37857.0,wikiart,Surrealism,"Swallow, Love",TRUE,91950.jpg
Joan Miro,1925,figurative,1834.0,1345.0,344998.0,wikiart,Surrealism,Harlequin's Carnival,TRUE,40051.jpg
Joan Miro,1927,landscape,1084.0,724.0,63971.0,wikiart,Surrealism,Landscape with Snake,TRUE,95452.jpg
Joan Miro,1940,figurative,701.0,581.0,58906.0,wikiart,Surrealism,Constellation: The Morning Star,TRUE,12812.jpg
Joan Mitchell,1979,abstract,1200.0,595.0,379725.0,wikiart,Abstract Expressionism,Untitled,TRUE,38621.jpg
Joan Mitchell,1972,abstract,586.0,850.0,181097.0,wikiart,Abstract Expressionism,Blue Territory,TRUE,28524.jpg
Joan Mitchell,1983,abstract,650.0,850.0,228472.0,wikiart,Abstract Expressionism,"La Grande Vallée XVI, Pour Iva",TRUE,46461.jpg
Joan Mitchell,1969,abstract,500.0,723.0,181113.0,wikiart,Abstract Expressionism,Diabolo (neige et fleurs),TRUE,63431.jpg
Joan Mitchell,1952,abstract,790.0,850.0,226610.0,wikiart,Abstract Expressionism,Untitled,TRUE,53679.jpg
Joan Mitchell,1990,abstract,500.0,607.0,96293.0,wikiart,Abstract Expressionism,Champs,TRUE,33526.jpg
Joan Mitchell,1969,abstract,683.0,850.0,263404.0,wikiart,Abstract Expressionism,Untitled,TRUE,30767.jpg
Joan Mitchell,1959,abstract,706.0,850.0,242652.0,wikiart,Abstract Expressionism,Untitled,TRUE,6571.jpg
Joaquin Manuel Fernandez Cruzado,1830,portrait,375.0,439.0,25161.0,wikiart,Romanticism,Retrato de hombre,TRUE,3985.jpg
Joaquin Manuel Fernandez Cruzado,1840,genre painting,800.0,709.0,203437.0,wikiart,Costumbrismo,Misa mayor en una iglesia andaluza,TRUE,85543.jpg
Joaquin Manuel Fernandez Cruzado,1830,portrait,375.0,481.0,31087.0,wikiart,Romanticism,Retrato de mujer,TRUE,13521.jpg
Joaquin Manuel Fernandez Cruzado,1835,portrait,836.0,1050.0,59386.0,wikiart,Romanticism,Autorretrato,TRUE,57642.jpg
Joaquin Manuel Fernandez Cruzado,1828,portrait,376.0,454.0,23790.0,wikiart,Romanticism,Retrato de José Celestino Mutis,TRUE,44927.jpg
Joaquin Manuel Fernandez Cruzado,1842,portrait,367.0,600.0,68953.0,wikiart,Romanticism,Capilla del Santo Ángel de la Guarda de la Iglesia Catedral de Cádiz,TRUE,96924.jpg
Joaquin Manuel Fernandez Cruzado,1832,portrait,375.0,436.0,34690.0,wikiart,Romanticism,Retrato de Josefa de Corte de Gargollo,TRUE,59758.jpg
Joaquin Manuel Fernandez Cruzado,1840,genre painting,500.0,386.0,50966.0,wikiart,Costumbrismo,La salida del toro,TRUE,4482.jpg
Joaquin Torres Garcia,1931.0,abstract,400.0,600.0,73837.0,wikiart,Constructivism,Structure,TRUE,89231.jpg
Joaquin Torres Garcia,1938.0,figurative,400.0,600.0,43665.0,wikiart,Naïve Art (Primitivism),Hombre Constructivo,TRUE,18993.jpg
Joaquin Torres Garcia,,figurative,960.0,731.0,127406.0,wikiart,Constructivism,unknown title,TRUE,14215.jpg
Joaquin Torres Garcia,1933.0,figurative,381.0,570.0,226967.0,wikiart,Naïve Art (Primitivism),Constructivo,TRUE,56596.jpg
Joaquin Torres Garcia,1943.0,figurative,567.0,600.0,73163.0,wikiart,Naïve Art (Primitivism),Inverted America,TRUE,61739.jpg
Joaquin Torres Garcia,1919.0,genre painting,400.0,600.0,44829.0,wikiart,Constructivism,El Puerto de Barcelona,TRUE,69350.jpg
Joaquin Torres Garcia,1943.0,figurative,970.0,600.0,104567.0,wikiart,Constructivism,Arte Constructivo,TRUE,59122.jpg
Joaquin Torres Garcia,1943.0,abstract,974.0,648.0,276401.0,wikiart,Constructivism,Constructive Composition,TRUE,63992.jpg
Johan Christian Dahl,1814,landscape,769.0,514.0,23856.0,wikiart,Romanticism,Frederiksborg Castle,TRUE,94133.jpg
Johan Christian Dahl,1830,marina,700.0,507.0,565399.0,wikiart,Romanticism,Entrance to the Port of Copenhagen,TRUE,74808.jpg
Johan Christian Dahl,1825,landscape,800.0,595.0,81449.0,wikiart,Romanticism,Der Watzmann,TRUE,100763.jpg
Johan Christian Dahl,1836,landscape,564.0,426.0,47304.0,wikiart,Romanticism,View of Fortundalen,TRUE,2252.jpg
Johan Christian Dahl,1836,landscape,737.0,600.0,97044.0,wikiart,Romanticism,Lyshornet bei Bergen,TRUE,33815.jpg
Johan Christian Dahl,1832,marina,800.0,507.0,99581.0,wikiart,Romanticism,Shipwreck on the Coast of Norway,TRUE,66770.jpg
Johan Christian Dahl,1826,landscape,800.0,591.0,121934.0,wikiart,Romanticism,Eruption of Vesuvius,TRUE,93740.jpg
Johan Christian Dahl,1842,landscape,788.0,600.0,159528.0,wikiart,Romanticism,Stalheim,TRUE,16121.jpg
Johan Hendrik Weissenbruch,,self-portrait,960.0,712.0,608782.0,wikiart,Realism,The artist's studio,TRUE,59411.jpg
Johan Hendrik Weissenbruch,,marina,1000.0,604.0,185403.0,wikiart,Realism,A Bomschuit On The Beach,TRUE,25081.jpg
Johan Hendrik Weissenbruch,1849,landscape,3048.0,2728.0,6081153.0,wikipedia,Realism,View from Dekkersduin,TRUE,2764.jpg
Johan Hendrik Weissenbruch,,landscape,693.0,1045.0,305827.0,wikiart,Realism,Horseman on path near Noorden,TRUE,42156.jpg
Johan Hendrik Weissenbruch,,landscape,2500.0,1541.0,1393503.0,wikiart,Realism,Dune,TRUE,90140.jpg
Johan Hendrik Weissenbruch,,landscape,753.0,1057.0,438205.0,wikiart,Realism,View on canal,TRUE,13001.jpg
Johan Hendrik Weissenbruch,,landscape,1168.0,912.0,320159.0,wikiart,Realism,The bleach,TRUE,69120.jpg
Johan Hendrik Weissenbruch,,self-portrait,1231.0,961.0,361560.0,wikiart,Realism,Cellar interior,TRUE,41838.jpg
Johann Anton de Peters,,self-portrait,388.0,446.0,56705.0,wikiart,Rococo,Selbstbildnis an der Staffelei,TRUE,68775.jpg
Johann Anton de Peters,,portrait,380.0,478.0,47005.0,wikiart,Rococo,Young lady at her toilet combing her hair,TRUE,27168.jpg
Johann Anton de Peters,1775.0,genre painting,800.0,1027.0,134566.0,wikiart,Rococo,The Happy Mother,TRUE,18850.jpg
Johann Anton de Peters,,portrait,380.0,532.0,74558.0,wikiart,Rococo,Woman with lute,TRUE,10249.jpg
Johann Anton de Peters,,sketch and study,480.0,480.0,302491.0,wikiart,Rococo,Die hübsche Köchin,TRUE,100238.jpg
Johann Anton de Peters,1775.0,genre painting,445.0,550.0,49347.0,wikiart,Rococo,Huldigung an Gluck,TRUE,66180.jpg
Johann Anton de Peters,,portrait,465.0,570.0,166878.0,wikiart,Rococo,Portrait d'un homme portant un exemplaire des Essais de Montaigne,TRUE,55634.jpg
Johann Anton de Peters,,sketch and study,319.0,480.0,33471.0,wikiart,Rococo,Die büßende Maria Magdalena,TRUE,16326.jpg
Johannes Jan Schoonhoven,1972.0,abstract,750.0,1167.0,192565.0,wikiart,Minimalism,Ongenummerde druk l.l.,TRUE,24176.jpg
Johannes Jan Schoonhoven,,abstract,750.0,1011.0,115756.0,wikiart,Minimalism,T62-70,TRUE,75635.jpg
Johannes Jan Schoonhoven,1968.0,abstract,750.0,750.0,117157.0,wikiart,Minimalism,Combination,TRUE,34980.jpg
Johannes Jan Schoonhoven,1973.0,abstract,496.0,728.0,128176.0,wikiart,Minimalism,R 72-73-M-7,TRUE,47554.jpg
Johannes Jan Schoonhoven,1967.0,abstract,570.0,863.0,135457.0,wikiart,Minimalism,GM 19 Arcering,TRUE,13886.jpg
Johannes Jan Schoonhoven,1962.0,abstract,573.0,715.0,216992.0,wikiart,Minimalism,Weißes Strukturrelief R 62-1,TRUE,62050.jpg
Johannes Jan Schoonhoven,1973.0,abstract,750.0,750.0,206832.0,wikiart,Minimalism,Untitled,TRUE,36073.jpg
Johannes Jan Schoonhoven,1973.0,abstract,627.0,749.0,120586.0,wikiart,Minimalism,R73-6,TRUE,95308.jpg
Johannes Sveinsson Kjarval,1965.0,landscape,320.0,516.0,60543.0,wikiart,Expressionism,Land and Air,TRUE,25686.jpg
Johannes Sveinsson Kjarval,,mythological painting,1345.0,1182.0,716407.0,wikiart,Expressionism,unknown title,TRUE,25101.jpg
Johannes Sveinsson Kjarval,1954.0,landscape,500.0,391.0,221213.0,wikiart,Expressionism,Lava at Bessastadir,TRUE,28753.jpg
Johannes Sveinsson Kjarval,,landscape,2644.0,2196.0,6083040.0,wikiart,Expressionism,unknown title,TRUE,58748.jpg
Johannes Sveinsson Kjarval,1948.0,mythological painting,500.0,322.0,125900.0,wikiart,Expressionism,The sisters of Stapi,TRUE,101682.jpg
Johannes Sveinsson Kjarval,,landscape,640.0,446.0,73337.0,wikiart,Expressionism,Svínahraun Lava Field,TRUE,98482.jpg
Johannes Sveinsson Kjarval,1919.0,cityscape,490.0,427.0,161193.0,wikiart,Cubism,Hvitasunnudagr,TRUE,80295.jpg
Johannes Sveinsson Kjarval,,landscape,400.0,532.0,69541.0,wikiart,Expressionism,Skjaldbreiður,TRUE,63323.jpg
John Brack,1955,genre painting,370.0,600.0,94759.0,wikiart,Expressionism,The lamp post,TRUE,94098.jpg
John Brack,1954,cityscape,401.0,600.0,40944.0,wikiart,Expressionism,The unmade road,TRUE,26664.jpg
John Brack,1955,self-portrait,470.0,797.0,133428.0,wikiart,Expressionism,Self-portrait,TRUE,103180.jpg
John Brack,1955,genre painting,600.0,418.0,100373.0,wikiart,Expressionism,Collins St. 5p.m.,TRUE,77794.jpg
John Brack,1969,genre painting,600.0,486.0,52725.0,wikiart,Pop Art,Latin American Grand Final,TRUE,101567.jpg
John Brack,1955,still life,600.0,503.0,65168.0,wikiart,Expressionism,The fish shop,TRUE,7669.jpg
John Brack,1980,portrait,600.0,520.0,90793.0,wikiart,Pop Art,Portrait of Fred Williams,TRUE,58423.jpg
John Brack,1953,genre painting,258.0,600.0,30721.0,wikiart,Expressionism,The new house,TRUE,65185.jpg
John Bratby,1969.0,flower painting,944.0,693.0,188211.0,wikiart,Expressionism,Sunflowers,TRUE,1178.jpg
John Bratby,1952.0,portrait,761.0,944.0,151612.0,wikiart,Expressionism,Taffy Roberts ,TRUE,62278.jpg
John Bratby,1965.0,marina,545.0,944.0,148791.0,wikiart,Expressionism,"Fishing Boat at Dungeness, 'RX67'  ",TRUE,27898.jpg
John Bratby,1963.0,landscape,525.0,685.0,107048.0,wikiart,Expressionism,Thunderstorm Passed Over  ,TRUE,68354.jpg
John Bratby,1954.0,still life,1029.0,1536.0,342871.0,wikiart,Expressionism,Still Life with Chip Frier,TRUE,858.jpg
John Bratby,1963.0,marina,722.0,944.0,177303.0,wikiart,Expressionism,Protracted Summer on the Water ,TRUE,37058.jpg
John Bratby,1958.0,genre painting,944.0,694.0,215624.0,wikiart,Expressionism,Gloria the Train,TRUE,36937.jpg
John Bratby,1967.0,genre painting,487.0,800.0,130536.0,wikiart,Expressionism,"John Randall Bratby; Josephine ('Joey') Pleasence, née Crombie ",TRUE,71938.jpg
John Collier,1889,mythological painting,695.0,900.0,402862.0,wikiart,Romanticism,The Priestess of Bacchus,TRUE,82635.jpg
John Collier,1891,portrait,617.0,752.0,68084.0,wikiart,Realism,Rudyard Kipling,TRUE,47843.jpg
John Collier,,genre painting,471.0,750.0,48490.0,wikiart,Romanticism,The Garden Party,TRUE,54881.jpg
John Collier,1886,mythological painting,446.0,850.0,83095.0,wikiart,Romanticism,Lilith with a Snake,TRUE,75503.jpg
John Collier,c.1881,history painting,944.0,1120.0,133245.0,wikiart,Romanticism,The Last Voyage of Henry Hudson,TRUE,5660.jpg
John Collier,1883,portrait,562.0,719.0,72335.0,wikiart,Realism,Sir George Biddell Airy,TRUE,30891.jpg
John Collier,1893,history painting,716.0,599.0,131393.0,wikiart,Romanticism,A glass of wine with Caesar Borgia,TRUE,83534.jpg
John Collier,1901,history painting,694.0,1024.0,218114.0,wikiart,Romanticism,Tannhäuser in the Venusberg,TRUE,34577.jpg
John Constable,c.1820,landscape,1211.0,770.0,127804.0,wikiart,Romanticism,View of Salisbury ,TRUE,8240.jpg
John Constable,,genre painting,1267.0,1707.0,482354.0,wikiart,Romanticism,Stour valley and Dedham village,TRUE,55434.jpg
John Constable,,landscape,1264.0,656.0,399283.0,wikiart,Romanticism,Brighton Beach ,TRUE,46945.jpg
John Constable,1816,landscape,1000.0,547.0,304014.0,wikiart,Romanticism,Wivenhoe Park,TRUE,35573.jpg
John Constable,c.1832,history painting,4096.0,2427.0,1538527.0,wikiart,Romanticism,The Opening of Waterloo Bridge seen from Whitehall Stairs,TRUE,100300.jpg
John Constable,1820,landscape,1275.0,1088.0,125978.0,wikiart,Romanticism,Water Meadows near Salisbury,TRUE,52332.jpg
John Constable,1810,landscape,869.0,1091.0,184809.0,wikiart,Romanticism,A Church Porch,TRUE,49081.jpg
John Constable,1821,landscape,1156.0,588.0,241639.0,wikiart,Romanticism,Spring Ploughing,TRUE,382.jpg
John Crome,,landscape,624.0,480.0,62385.0,wikiart,Romanticism,Landscape,TRUE,46401.jpg
John Crome,1815.0,landscape,944.0,630.0,93449.0,wikiart,Romanticism,Road with Pollards,TRUE,37949.jpg
John Crome,1812.0,genre painting,944.0,623.0,89109.0,wikiart,Romanticism,"View on Mousehold Heath, near Norwich",TRUE,37588.jpg
John Crome,,landscape,442.0,544.0,59493.0,wikiart,Romanticism,Woodland with a River and Barges with Sails,TRUE,5125.jpg
John Crome,,landscape,624.0,532.0,57507.0,wikiart,Romanticism,"A Castle in Ruins, Morning",TRUE,51670.jpg
John Crome,,marina,480.0,544.0,39887.0,wikiart,Romanticism,Sailing Barges,TRUE,4139.jpg
John Crome,1811.0,marina,1280.0,780.0,166452.0,wikiart,Romanticism,Yarmouth Jetty,TRUE,2871.jpg
John Crome,1817.0,landscape,789.0,944.0,130128.0,wikiart,Romanticism,"Postwick Grove, Norwich",TRUE,20377.jpg
John Everett Millais,,portrait,546.0,800.0,235408.0,wikiart,Realism,Caller Herrin' ,TRUE,12652.jpg
John Everett Millais,1853.0,self-portrait,2400.0,3163.0,2677985.0,wikiart,Realism,Portrait of John Everett Millais,TRUE,88516.jpg
John Everett Millais,1842.0,sketch and study,2370.0,1580.0,959137.0,wikiart,Romanticism,"Elgiva seized byorder of Odo, Archbishop of Canterbury",TRUE,100356.jpg
John Everett Millais,1863.0,religious painting,2423.0,1652.0,516727.0,wikiart,Realism,The Eve of Saint Agnes,TRUE,22365.jpg
John Everett Millais,,self-portrait,1722.0,2418.0,458149.0,wikiart,Realism,Self-Portrait,TRUE,19407.jpg
John Everett Millais,1882.0,portrait,692.0,962.0,608684.0,wikiart,Realism,Pomona,TRUE,86913.jpg
John Everett Millais,1864.0,portrait,2473.0,1705.0,621147.0,wikiart,Realism,Leisure Hours,TRUE,88846.jpg
John Everett Millais,1850.0,literary painting,1687.0,2397.0,431110.0,wikiart,Romanticism,Ferdinand Lured by Ariel,TRUE,58161.jpg
John Ferren,1952.0,abstract,570.0,459.0,152857.0,wikiart,Abstract Expressionism,Untitled,TRUE,89881.jpg
John Ferren,1933.0,abstract,570.0,430.0,59502.0,wikiart,Abstract Art,Untitled,TRUE,76863.jpg
John Ferren,1963.0,abstract,419.0,480.0,134877.0,wikiart,Abstract Expressionism,Untitled,TRUE,14452.jpg
John Ferren,1957.0,abstract,429.0,480.0,245150.0,wikiart,Abstract Expressionism,Untitled I,TRUE,32732.jpg
John Ferren,1932.0,abstract,584.0,480.0,135252.0,wikiart,Abstract Art,Untitled (No 8),TRUE,92357.jpg
John Ferren,1964.0,abstract,436.0,480.0,160207.0,wikiart,Abstract Expressionism,The Changeling,TRUE,51061.jpg
John Ferren,1960.0,abstract,480.0,480.0,78676.0,wikiart,Abstract Expressionism,Yellow Field,TRUE,64489.jpg
John Ferren,1933.0,abstract,570.0,468.0,138471.0,wikiart,Abstract Art,Composition (Brun),TRUE,54900.jpg
John Frederick Kensett,1856,landscape,956.0,640.0,181814.0,wikiart,Luminism,Sunset with Cows,TRUE,50304.jpg
John Frederick Kensett,1870,landscape,768.0,452.0,93027.0,wikiart,Luminism,Lake George,TRUE,63737.jpg
John Frederick Kensett,c.1872,landscape,1800.0,893.0,432235.0,wikiart,Luminism,"Eaton's Neck, Long Island",TRUE,39390.jpg
John Frederick Kensett,1855,landscape,640.0,387.0,34894.0,wikiart,Luminism,Upper Mississippi,TRUE,88830.jpg
John Frederick Kensett,1872,landscape,1280.0,739.0,279689.0,wikipedia,Luminism,"Near Newport, Rhode Island",TRUE,31458.jpg
John Frederick Kensett,1863,landscape,956.0,640.0,166874.0,wikiart,Luminism,"View from Cozzen's Hotel near West Point, N.Y.",TRUE,66686.jpg
John Frederick Kensett,1869,landscape,1280.0,849.0,145036.0,wikipedia,Luminism,Lake George,TRUE,52513.jpg
John Frederick Kensett,1852,landscape,1052.0,1272.0,253701.0,wikipedia,Luminism,Trout Fisherman,TRUE,25531.jpg
John French Sloan,1902,portrait,668.0,809.0,483847.0,wikiart,New Realism,Young Woman in Black and White (Mary Kerr),TRUE,4160.jpg
John French Sloan,1933,nude painting (nu),1920.0,2406.0,644710.0,wikiart,New Realism,"Nude, Terra Cotta",TRUE,29366.jpg
John French Sloan,1925,landscape,1882.0,1537.0,332655.0,wikiart,New Realism,Chama Running Red,TRUE,71300.jpg
John French Sloan,1907,marina,1878.0,1575.0,311755.0,wikiart,New Realism,Wake of the Ferry,TRUE,61663.jpg
John French Sloan,1913,portrait,1868.0,1658.0,290205.0,wikiart,New Realism,Rosette,TRUE,99196.jpg
John French Sloan,1914,landscape,881.0,748.0,701316.0,wikiart,New Realism,Gloucester Inlet,TRUE,4035.jpg
John French Sloan,1912,genre painting,1882.0,1668.0,296391.0,wikiart,New Realism,A Window on the Street,TRUE,81346.jpg
John French Sloan,1918,cityscape,1865.0,1630.0,411638.0,wikiart,New Realism,"Street, Lilacs, Noon Sun",TRUE,33324.jpg
John Glover,1832.0,landscape,1400.0,711.0,776169.0,wikiart,Romanticism,"Hobart Town, taken from the garden where I lived ",TRUE,95716.jpg
John Glover,1834.0,landscape,1280.0,632.0,200205.0,wikipedia,Romanticism,Mount Wellington and Hobart Town from Kangaroo Point ,TRUE,17598.jpg
John Glover,1832.0,genre painting,4001.0,3134.0,4850983.0,wikiart,Romanticism,A corroboree of natives in Mills Plains ,TRUE,49766.jpg
John Glover,,genre painting,956.0,640.0,228402.0,wikiart,Romanticism,Ben Lomond from Mr Talbot’s Property – four men catching opposums,TRUE,92390.jpg
John Glover,1838.0,genre painting,1280.0,861.0,530440.0,wikipedia,Romanticism,"Natives on the Ouse River, Van Diemen's Land ",TRUE,69893.jpg
John Glover,1840.0,landscape,1280.0,848.0,369265.0,wikipedia,Romanticism,Patterdale farm ,TRUE,27511.jpg
John Glover,1839.0,marina,1280.0,925.0,276884.0,wikipedia,Romanticism,The Island of Madeira ,TRUE,78961.jpg
John Glover,1820.0,landscape,1280.0,966.0,200323.0,wikipedia,Romanticism,Landscape view in Cumberland ,TRUE,48782.jpg
John Henry Twachtman,1902,landscape,783.0,1200.0,1490383.0,wikiart,Impressionism,Landscape,TRUE,29600.jpg
John Henry Twachtman,1890,landscape,1240.0,1024.0,567925.0,wikiart,Impressionism,The Winding Brook,TRUE,32441.jpg
John Henry Twachtman,c.1885,landscape,1280.0,964.0,1532110.0,wikiart,Impressionism,View along a River,TRUE,32239.jpg
John Henry Twachtman,1878,marina,668.0,994.0,715799.0,wikiart,Impressionism,Venetian Sailing Vessel,TRUE,93599.jpg
John Henry Twachtman,c.1899,flower painting,751.0,1063.0,915226.0,wikiart,Impressionism,Flower Still Life,TRUE,42789.jpg
John Henry Twachtman,c.1899,landscape,849.0,1020.0,1087665.0,wikiart,Impressionism,Tiger Lilies,TRUE,17193.jpg
John Henry Twachtman,c.1899,landscape,1024.0,1034.0,312040.0,wikiart,Impressionism,Spring Stream,TRUE,39204.jpg
John Henry Twachtman,c.1895,landscape,608.0,951.0,497013.0,wikiart,Impressionism,Waterfall in Yellowstone,TRUE,54492.jpg
John Hoppner,,portrait,500.0,601.0,89539.0,wikiart,Romanticism,"Princess Sophia, after John Hoppner",TRUE,56981.jpg
John Hoppner,,portrait,500.0,603.0,38968.0,wikipedia,Romanticism,Portrait of Mrs Young,TRUE,80743.jpg
John Hoppner,,portrait,439.0,600.0,132994.0,wikiart,Romanticism,Little girl by the sea,TRUE,32125.jpg
John Hoppner,1795.0,portrait,777.0,1024.0,104555.0,wikipedia,Romanticism,The Hon. Alicia Herbert as a Child,TRUE,31191.jpg
John Hoppner,1788.0,portrait,500.0,638.0,46652.0,wikiart,Romanticism,"Richard Humphreys, the Boxer",TRUE,93994.jpg
John Hoppner,1785.0,mythological painting,500.0,615.0,98890.0,wikipedia,Romanticism,Jupiter and Io,TRUE,61334.jpg
John Hoppner,1788.0,portrait,500.0,700.0,75848.0,wikiart,Romanticism,Lady Hamilton as ‘Neæra’,TRUE,72910.jpg
John Hoppner,,portrait,500.0,614.0,60579.0,wikiart,Romanticism,William Boteler,TRUE,65557.jpg
John Hoyland,1978.0,abstract,391.0,493.0,131403.0,wikiart,Abstract Expressionism,25.4.78,TRUE,69839.jpg
